sub_id,within_state_ps,between_state_ps,cluster,cluster_type,task_index
24,0.5122731046006337,0.44076155390249794,r-PFC,CONT,0.07151155069813575
1,0.5358415435542838,0.493281747371917,l-PFC1,CONT,0.04255979618236683
2,0.5564856075073857,0.5074012781957695,l-PFC1,CONT,0.049084329311616215
3,1.1046774556664363,1.046799269584763,l-PFC1,CONT,0.05787818608167328
4,0.8372251074225034,0.766274078040063,l-PFC1,CONT,0.07095102938244047
5,0.9197573706121693,0.9270906893788502,l-PFC1,CONT,-0.007333318766680863
6,0.7672726683706588,0.7036712806115342,l-PFC1,CONT,0.0636013877591246
7,0.5784326180050539,0.4922673281502907,l-PFC1,CONT,0.08616528985476318
8,0.8260739037345632,0.7997255248625194,l-PFC1,CONT,0.026348378872043887
9,0.6522197801383585,0.5696421401173981,l-PFC1,CONT,0.08257764002096035
10,0.559512556073538,0.520914808403772,l-PFC1,CONT,0.03859774766976598
11,0.7816144643097553,0.763841472271052,l-PFC1,CONT,0.017772992038703306
12,0.72664369401979,0.6083120209211617,l-PFC1,CONT,0.11833167309862835
13,1.0039220693148008,0.957578660674252,l-PFC1,CONT,0.046343408640548756
14,0.7164738122062193,0.6786431619149811,l-PFC1,CONT,0.03783065029123822
15,1.0450880965091285,0.9911567387439818,l-PFC1,CONT,0.05393135776514668
16,0.5484975603329023,0.5465163902541993,l-PFC1,CONT,0.0019811700787030206
17,1.096922546900669,1.0816207752582048,l-PFC1,CONT,0.015301771642464157
18,1.028650944704975,1.0187650575406804,l-PFC1,CONT,0.009885887164294616
19,0.6413499185978422,0.6250307055237468,l-PFC1,CONT,0.01631921307409534
20,0.8397550781901351,0.8109096021096952,l-PFC1,CONT,0.028845476080439858
21,0.7540209884712614,0.7121693780844266,l-PFC1,CONT,0.041851610386834825
22,0.6961766557048565,0.6399939854337441,l-PFC1,CONT,0.056182670271112456
23,0.4339033292081065,0.38990686804328145,l-PFC1,CONT,0.04399646116482503
24,0.5437118938021709,0.4150739546348702,l-PFC1,CONT,0.1286379391673007
1,0.11338967701732161,0.11563948544575298,PCC,DMN,-0.0022498084284313657
2,0.10407854469595165,0.08962762496467448,PCC,DMN,0.01445091973127717
3,0.5223853914280481,0.46154252206304336,PCC,DMN,0.060842869365004715
4,0.11415346460192899,0.11726816022407278,PCC,DMN,-0.0031146956221437955
5,0.33064678982135376,0.3350260189342767,PCC,DMN,-0.004379229112922933
6,0.4908795284675927,0.4894999397436058,PCC,DMN,0.0013795887239869131
7,0.22054020602682084,0.22796169820976708,PCC,DMN,-0.007421492182946243
8,0.3305390495070204,0.33790014230454346,PCC,DMN,-0.007361092797523061
9,0.21142837851692717,0.21487627575173485,PCC,DMN,-0.0034478972348076786
10,0.3261616555718586,0.3289305875545029,PCC,DMN,-0.0027689319826442738
11,0.2174106671029416,0.15302281209383306,PCC,DMN,0.06438785500910854
12,0.3898885456841932,0.36701122288121857,PCC,DMN,0.02287732280297461
13,0.11178168899083446,0.09574565598500748,PCC,DMN,0.016036033005826983
14,0.42122488113967327,0.4069372169067802,PCC,DMN,0.014287664232893071
15,0.2008636202909883,0.187829568654096,PCC,DMN,0.013034051636892308
16,0.22193397708543222,0.21497146884936064,PCC,DMN,0.006962508236071585
17,0.4971975233547691,0.4873734104066821,PCC,DMN,0.009824112948086994
18,0.4317881246587577,0.4078375324652739,PCC,DMN,0.023950592193483833
19,0.3573545122485999,0.3027680253431986,PCC,DMN,0.0545864869054013
20,0.2742061733496075,0.2514080472411932,PCC,DMN,0.022798126108414307
21,0.2160166675684969,0.19118648853754164,PCC,DMN,0.024830179030955274
22,0.22730114426658143,0.22181245796158583,PCC,DMN,0.005488686304995605
23,0.3850413794168564,0.3735735217901552,PCC,DMN,0.011467857626701217
24,0.26576756425745995,0.223987075637508,PCC,DMN,0.041780488619951955
1,0.3528402413166068,0.2990803543540928,RSC2,RSC,0.05375988696251399
2,0.7826520942787895,0.6951698178326566,RSC2,RSC,0.08748227644613282
3,1.0004172541151812,0.933802732861184,RSC2,RSC,0.06661452125399725
4,0.7905801101131034,0.7507886148358431,RSC2,RSC,0.039791495277260225
5,0.6453847645801586,0.528817345793479,RSC2,RSC,0.11656741878667953
6,0.6509206940468715,0.5407351956265267,RSC2,RSC,0.11018549842034475
7,0.6444136771393782,0.6433210536932474,RSC2,RSC,0.0010926234461308137
8,0.6109516104929552,0.5838722026018909,RSC2,RSC,0.027079407891064333
9,0.42707101887255405,0.41324768746688034,RSC2,RSC,0.013823331405673711
10,0.8296718756254782,0.7990277428234525,RSC2,RSC,0.030644132802025714
11,0.6291125515641431,0.5991775372808417,RSC2,RSC,0.029935014283301475
12,0.9867537433639129,0.9517553331460118,RSC2,RSC,0.034998410217901066
13,0.680381163966024,0.6533127525368072,RSC2,RSC,0.027068411429216788
14,0.5627223128406604,0.47717485136694915,RSC2,RSC,0.08554746147371128
15,0.5366376747752277,0.3992827711849661,RSC2,RSC,0.13735490359026165
16,0.3278814515930126,0.3007545297757563,RSC2,RSC,0.02712692181725629
17,0.5614611420954463,0.49100672762589076,RSC2,RSC,0.07045441446955553
18,0.4105714375568936,0.3793156998281463,RSC2,RSC,0.031255737728747346
19,0.5089852228541869,0.2804021595167832,RSC2,RSC,0.2285830633374037
20,0.3472244552969407,0.3137217701256518,RSC2,RSC,0.033502685171288904
21,0.8564333936697947,0.7842396461979522,RSC2,RSC,0.07219374747184248
22,0.6145126051461778,0.5508788857332226,RSC2,RSC,0.06363371941295515
23,0.7542500492590788,0.7551635942405375,RSC2,RSC,-0.0009135449814586805
24,0.7954261411229283,0.7076662641292618,RSC2,RSC,0.0877598769936665
1,0.5177613331643915,0.4774132005919116,SFG,CONT,0.04034813257247993
2,0.8008640386187111,0.8003485580154144,SFG,CONT,0.0005154806032967585
3,0.4162097644485624,0.38934990429518984,SFG,CONT,0.02685986015337255
4,0.885126077331727,0.8672814923147043,SFG,CONT,0.017844585017022685
5,0.7677667096458329,0.7502524249732827,SFG,CONT,0.01751428467255023
6,0.7628971271586087,0.7057975484010859,SFG,CONT,0.057099578757522806
7,0.38129214367537045,0.36052574793783876,SFG,CONT,0.020766395737531695
8,0.9534670044547828,0.9235211709945951,SFG,CONT,0.029945833460187754
9,0.47187232245228267,0.47503600043039507,SFG,CONT,-0.0031636779781124003
10,0.566249094515543,0.5552271882073267,SFG,CONT,0.0110219063082162
11,0.558635127118213,0.5089976692733846,SFG,CONT,0.049637457844828314
12,0.5637449570583559,0.5287662723579514,SFG,CONT,0.03497868470040455
13,0.6415112412577672,0.5916995377693643,SFG,CONT,0.0498117034884028
14,0.8983470781328032,0.8864817908433396,SFG,CONT,0.011865287289463677
15,0.6896863354474285,0.556719229930943,SFG,CONT,0.1329671055164855
16,0.668675073878245,0.6641210627256164,SFG,CONT,0.004554011152628545
17,0.9302155137659102,0.8657343818840973,SFG,CONT,0.06448113188181281
18,0.6556750986550044,0.6297412921071888,SFG,CONT,0.02593380654781563
19,0.7375554783615399,0.6715245198311209,SFG,CONT,0.06603095853041896
20,0.6043031388995477,0.5710338917186846,SFG,CONT,0.033269247180863104
21,0.7927137964853144,0.7626172512920593,SFG,CONT,0.03009654519325511
22,1.0152268704188776,0.9931530352975351,SFG,CONT,0.022073835121342533
23,0.5207705057889606,0.4932451546808627,SFG,CONT,0.02752535110809784
24,0.9164097843390213,0.8057036625210336,SFG,CONT,0.11070612181798767
1,0.9970487794079566,0.969056782977382,l-PFC2,CONT,0.027991996430574595
2,0.5341337835268773,0.4717092655863231,l-PFC2,CONT,0.06242451794055426
3,0.8290915188013424,0.8298474429616002,l-PFC2,CONT,-0.0007559241602578259
4,0.17701289595270148,0.16338425266962087,l-PFC2,CONT,0.01362864328308061
5,0.908588381192175,0.8950354104595339,l-PFC2,CONT,0.013552970732641056
6,0.44480412821474524,0.3556576860421511,l-PFC2,CONT,0.08914644217259415
7,0.3619845239150776,0.3328367427483808,l-PFC2,CONT,0.029147781166696807
8,0.6009971187216603,0.5038396727657171,l-PFC2,CONT,0.09715744595594322
9,0.5796917816311142,0.5591206376078766,l-PFC2,CONT,0.020571144023237675
10,0.7307657765532063,0.7275879350876899,l-PFC2,CONT,0.0031778414655163623
11,0.6975225006333508,0.6674289522551682,l-PFC2,CONT,0.030093548378182566
12,0.6990303243233394,0.6177948535389464,l-PFC2,CONT,0.08123547078439308
13,0.501357101839896,0.46489787839922936,l-PFC2,CONT,0.036459223440666655
14,0.8561450191866082,0.8152756225932495,l-PFC2,CONT,0.04086939659335875
15,0.9899735717390679,0.9173401190097614,l-PFC2,CONT,0.07263345272930644
16,0.5093146226752563,0.513271482411338,l-PFC2,CONT,-0.00395685973608173
17,0.9172514885612653,0.8462630300565592,l-PFC2,CONT,0.07098845850470603
18,0.4412139820275518,0.4143002412615545,l-PFC2,CONT,0.026913740765997285
19,0.7785434696951761,0.6647279010924381,l-PFC2,CONT,0.113815568602738
20,0.6415903814412919,0.6240114593680232,l-PFC2,CONT,0.01757892207326872
21,0.4041841103098548,0.36049135773317365,l-PFC2,CONT,0.04369275257668115
22,0.4903147000905678,0.48458846733194,l-PFC2,CONT,0.005726232758627825
23,0.5476235997677077,0.5308448945757338,l-PFC2,CONT,0.016778705191973886
24,0.4678665623886983,0.34797404492291123,l-PFC2,CONT,0.11989251746578705
1,0.11202385799759634,0.11199954834139342,MTG,DMN,2.4309656202925467e-05
2,0.15329658765279086,0.0994287819657581,MTG,DMN,0.053867805687032755
3,0.33894296701530247,0.3263510380585503,MTG,DMN,0.012591928956752152
4,0.16252578086560202,0.14609155770409726,MTG,DMN,0.016434223161504752
5,0.16374451805640985,0.22969232540883816,MTG,DMN,-0.0659478073524283
6,0.37855135628046777,0.3863066260550707,MTG,DMN,-0.007755269774602946
7,0.20245293128042088,0.17822780941069535,MTG,DMN,0.02422512186972553
8,0.16044708321122408,0.15789652554842917,MTG,DMN,0.002550557662794911
9,0.25129763035525965,0.21791161043370094,MTG,DMN,0.03338601992155871
10,0.17265256363604564,0.12291689761080143,MTG,DMN,0.04973566602524421
11,0.0970052913466553,0.03344505469846313,MTG,DMN,0.06356023664819216
12,0.3289319668701731,0.31368780207852487,MTG,DMN,0.015244164791648251
13,0.2290428467412156,0.14712935216155962,MTG,DMN,0.081913494579656
14,0.2665321832948749,0.2695908705691597,MTG,DMN,-0.0030586872742848215
15,0.22492833759956737,0.19672279034295753,MTG,DMN,0.028205547256609842
16,0.18024021215292862,0.19190958511228537,MTG,DMN,-0.011669372959356744
17,0.14094807059625658,0.13684351679909712,MTG,DMN,0.00410455379715946
18,0.3867523637242698,0.3689217444294747,MTG,DMN,0.017830619294795125
19,0.22604892473241223,0.16087061205591924,MTG,DMN,0.06517831267649299
20,0.16816984037330557,0.1531432420787032,MTG,DMN,0.015026598294602372
21,0.1560181664886789,0.15245343026113128,MTG,DMN,0.0035647362275476047
22,0.19215164802087512,0.18928447201712012,MTG,DMN,0.0028671760037549954
23,0.12611599045680477,0.10908241067447566,MTG,DMN,0.01703357978232911
24,0.40513496424702866,0.39116409820802744,MTG,DMN,0.013970866039001217
1,0.16473917170878594,0.048161666306183314,l-IPL2,DMN,0.11657750540260262
2,0.3536093400229737,0.35605699764633814,l-IPL2,DMN,-0.002447657623364463
3,0.18217182749471292,0.19466547621243613,l-IPL2,DMN,-0.01249364871772321
4,0.5493089961204145,0.5038606659189805,l-IPL2,DMN,0.04544833020143402
5,0.10308103384170758,0.1286680602205849,l-IPL2,DMN,-0.02558702637887733
6,0.5122229706774402,0.4268036173287116,l-IPL2,DMN,0.08541935334872858
7,0.4483356609011373,0.4060455278358363,l-IPL2,DMN,0.042290133065300994
8,0.14753840697565096,0.1680543123073224,l-IPL2,DMN,-0.02051590533167144
9,0.4018068253049258,0.340291954697345,l-IPL2,DMN,0.06151487060758076
10,0.23696867328114046,0.24470326760737288,l-IPL2,DMN,-0.0077345943262324135
11,0.15047820262893838,0.12137795709235277,l-IPL2,DMN,0.029100245536585606
12,0.27943606361267626,0.26204593019739936,l-IPL2,DMN,0.0173901334152769
13,0.21618471121944483,0.1449206391931533,l-IPL2,DMN,0.07126407202629154
14,0.2247823318385747,0.16341859262982295,l-IPL2,DMN,0.061363739208751766
15,0.13617544658745492,0.07346778533354087,l-IPL2,DMN,0.06270766125391405
16,0.34568481346017316,0.3414268461974396,l-IPL2,DMN,0.004257967262733531
17,0.26537979523948974,0.25935481003464034,l-IPL2,DMN,0.006024985204849398
18,0.2870936188269043,0.2768914521425111,l-IPL2,DMN,0.010202166684393221
19,0.5063555079446929,0.4808620904337057,l-IPL2,DMN,0.02549341751098716
20,0.5186033411849272,0.5328633864787939,l-IPL2,DMN,-0.014260045293866708
21,0.22862903368134538,0.18522192135174484,l-IPL2,DMN,0.04340711232960054
22,0.24037518076091846,0.21979240523321247,l-IPL2,DMN,0.020582775527705988
23,0.17074368752454,0.13276710851286116,l-IPL2,DMN,0.037976579011678835
24,0.5122360534232578,0.43417887399911814,l-IPL2,DMN,0.0780571794241397
1,1.0581244304754966,1.0327009251741466,r-ITG,CONT,0.02542350530135007
2,0.9300120599647521,0.9200296454989373,r-ITG,CONT,0.009982414465814826
3,0.8394202743907584,0.8514747601113266,r-ITG,CONT,-0.01205448572056822
4,0.665662260554379,0.6434780076049942,r-ITG,CONT,0.022184252949384864
5,0.66658801804788,0.6477552629076936,r-ITG,CONT,0.018832755140186452
6,0.9813406611587858,0.9930871038888252,r-ITG,CONT,-0.01174644273003933
7,0.39058253612731253,0.46959358478524166,r-ITG,CONT,-0.07901104865792913
8,0.8258563234709684,0.8690241031556565,r-ITG,CONT,-0.0431677796846881
9,0.8191039497214813,0.7808311685451698,r-ITG,CONT,0.0382727811763115
10,0.6137393617846597,0.48072120212803193,r-ITG,CONT,0.13301815965662778
11,1.2268832042218791,1.2506645452165959,r-ITG,CONT,-0.023781340994716738
12,1.1566991298284504,1.1432016650193282,r-ITG,CONT,0.013497464809122173
13,0.8985009918148106,0.8946727806901627,r-ITG,CONT,0.003828211124647929
14,1.050456663628664,1.0536948668707988,r-ITG,CONT,-0.0032382032421347517
15,0.7970999488056394,0.7505665922436888,r-ITG,CONT,0.04653335656195057
16,0.9901071777443615,0.9920301379650603,r-ITG,CONT,-0.0019229602206988217
17,0.7127429924637266,0.6894671557478428,r-ITG,CONT,0.023275836715883846
18,1.2297374610869372,1.2768944877983062,r-ITG,CONT,-0.04715702671136901
19,0.766394406685126,0.7091113526717567,r-ITG,CONT,0.057283054013369306
20,0.8262276104361616,0.7817718378849348,r-ITG,CONT,0.04445577255122679
21,1.3548161588940677,1.3670362618275747,r-ITG,CONT,-0.012220102933506949
22,0.7860620286329626,0.7234580137423761,r-ITG,CONT,0.06260401489058653
23,1.1136325336765953,1.1259874243997359,r-ITG,CONT,-0.012354890723140555
24,0.8171053009792253,0.7032387643499837,r-ITG,CONT,0.11386653662924162
