sub_id,within_state_ps,between_state_ps,cluster,cluster_type,vis_index
24,0.48887825796547235,0.4678604884215286,r-PFC,CONT,0.021017769543943743
1,0.5369639599938967,0.4931464665907641,l-PFC1,CONT,0.04381749340313257
2,0.5473526143211568,0.5267798201700997,l-PFC1,CONT,0.02057279415105706
3,1.0889421117494735,1.06955662868126,l-PFC1,CONT,0.019385483068213638
4,0.8295918568361228,0.7721742142901015,l-PFC1,CONT,0.05741764254602133
5,0.915460760506407,0.9146098443547159,l-PFC1,CONT,0.0008509161516910835
6,0.7720865725438548,0.693670276093928,l-PFC1,CONT,0.07841629644992687
7,0.5492736813903607,0.5214623075002589,l-PFC1,CONT,0.027811373890101798
8,0.8206723358823227,0.8054452700903676,l-PFC1,CONT,0.015227065791955097
9,0.6398688413042288,0.5721133616330502,l-PFC1,CONT,0.06775547967117868
10,0.5556663119233174,0.5392681084794548,l-PFC1,CONT,0.016398203443862558
11,0.7791088566771,0.763487684379175,l-PFC1,CONT,0.015621172297924923
12,0.7071921049413769,0.6213855125983426,l-PFC1,CONT,0.08580659234303423
13,0.9975061371883924,0.9566437261494336,l-PFC1,CONT,0.040862411038958824
14,0.7338580296578865,0.6627065988697332,l-PFC1,CONT,0.07115143078815334
15,1.03257740693608,1.00980237477101,l-PFC1,CONT,0.02277503216506993
16,0.5592510622449566,0.5440999743074668,l-PFC1,CONT,0.01515108793748976
17,1.0993364985657785,1.0882006579798038,l-PFC1,CONT,0.011135840585974721
18,1.0462783998103413,1.02435840805027,l-PFC1,CONT,0.021919991760071422
19,0.6286548682414852,0.6396905075561562,l-PFC1,CONT,-0.011035639314670997
20,0.897636394577302,0.7560776446605818,l-PFC1,CONT,0.14155874991672024
21,0.7608004090845186,0.7090980579333928,l-PFC1,CONT,0.05170235115112587
22,0.6794884027237645,0.6544569707131213,l-PFC1,CONT,0.025031432010643284
23,0.4323816102828304,0.3941618585891946,l-PFC1,CONT,0.038219751693635784
24,0.49698039986856946,0.4580546000358471,l-PFC1,CONT,0.038925799832722374
1,0.12043591718876537,0.12051732718822163,PCC,DMN,-8.140999945625838e-05
2,0.10211539490643835,0.09909151880478964,PCC,DMN,0.003023876101648712
3,0.51873304453083,0.4665129350982368,PCC,DMN,0.0522201094325932
4,0.16076699686804002,0.0805002133942023,PCC,DMN,0.08026678347383773
5,0.3326421383491982,0.3324353950145399,PCC,DMN,0.0002067433346583103
6,0.49311654145707384,0.4804934250302912,PCC,DMN,0.012623116426782655
7,0.2143157285136051,0.22557770178911035,PCC,DMN,-0.011261973275505238
8,0.33272399655012463,0.3304892616487701,PCC,DMN,0.002234734901354507
9,0.21804770883685387,0.21086577349473057,PCC,DMN,0.007181935342123302
10,0.3393837715092026,0.3163347710034698,PCC,DMN,0.02304900050573283
11,0.21803146655125072,0.1730623508606671,PCC,DMN,0.04496911569058362
12,0.3955997977741068,0.3562909733121665,PCC,DMN,0.039308824461940284
13,0.10825431016881448,0.08665763470131677,PCC,DMN,0.021596675467497717
14,0.4211567613271619,0.39023351802403516,PCC,DMN,0.030923243303126735
15,0.19269405535467082,0.19772266168058944,PCC,DMN,-0.0050286063259186164
16,0.22557916402124586,0.21418737776357616,PCC,DMN,0.011391786257669706
17,0.4932646565389619,0.4975765131982247,PCC,DMN,-0.004311856659262814
18,0.4249598555099467,0.4262031698700015,PCC,DMN,-0.0012433143600548147
19,0.35462747387185456,0.33138590465245465,PCC,DMN,0.023241569219399905
20,0.29111873943930233,0.23802040092439658,PCC,DMN,0.05309833851490575
21,0.22600168863495812,0.19940116032070587,PCC,DMN,0.026600528314252248
22,0.22870357693005428,0.22870738852890843,PCC,DMN,-3.8115988541531642e-06
23,0.3951187857397886,0.35974284650072585,PCC,DMN,0.03537593923906274
24,0.27245794696725156,0.2176567344591569,PCC,DMN,0.054801212508094665
1,0.3746214831913369,0.30058992311691635,RSC2,RSC,0.07403156007442058
2,0.8838694922321924,0.5786677206896471,RSC2,RSC,0.30520177154254524
3,1.0682240315442713,0.8858118957137207,RSC2,RSC,0.1824121358305506
4,0.9172920587320424,0.6273607145123913,RSC2,RSC,0.28993134421965117
5,0.7078875644561504,0.46214983722492964,RSC2,RSC,0.24573772723122078
6,0.7391886439984658,0.43975921810831325,RSC2,RSC,0.2994294258901526
7,0.7115764750785672,0.59739716719434,RSC2,RSC,0.11417930788422725
8,0.6218013640363955,0.5776061400036334,RSC2,RSC,0.044195224032762104
9,0.4869826054385042,0.3518564644150703,RSC2,RSC,0.1351261410234339
10,0.8626500978638032,0.7799617422466133,RSC2,RSC,0.0826883556171899
11,0.7428722452313495,0.486749122506081,RSC2,RSC,0.25612312272526855
12,1.0090129546448252,0.9235384358201859,RSC2,RSC,0.0854745188246393
13,0.7759825775570934,0.5380947206871001,RSC2,RSC,0.23788785686999336
14,0.6717053831284467,0.37089806714969276,RSC2,RSC,0.300807315978754
15,0.6079871119529611,0.3129658902178699,RSC2,RSC,0.29502122173509115
16,0.47016515882568766,0.17443676017130727,RSC2,RSC,0.2957283986543804
17,0.7665666376275531,0.28283267909162535,RSC2,RSC,0.4837339585359277
18,0.5958078512843095,0.18750807466239322,RSC2,RSC,0.40829977662191624
19,0.6147752513319249,0.19357631210398332,RSC2,RSC,0.4211989392279416
20,0.4548918113094884,0.1917331073592216,RSC2,RSC,0.2631587039502668
21,0.9201803528045147,0.7274170846059418,RSC2,RSC,0.19276326819857292
22,0.7727634850499117,0.3946665420423747,RSC2,RSC,0.37809694300753693
23,0.8434499556732808,0.6684278311095235,RSC2,RSC,0.17502212456375732
24,0.8615009595294192,0.644645018681339,RSC2,RSC,0.21685594084808013
1,0.500935303432819,0.5040603210487273,SFG,CONT,-0.003125017615908332
2,0.8022954712740116,0.7973945644878273,SFG,CONT,0.004900906786184267
3,0.407563402484314,0.39931753362404976,SFG,CONT,0.008245868860264238
4,0.887145912898889,0.8680986891708895,SFG,CONT,0.019047223727999496
5,0.761161594027272,0.742966356846223,SFG,CONT,0.018195237181048984
6,0.7545157695824376,0.7058995019385366,SFG,CONT,0.048616267643901034
7,0.3681024136070189,0.38399302635803567,SFG,CONT,-0.015890612751016775
8,0.948721160995933,0.9249805776684745,SFG,CONT,0.02374058332745843
9,0.48684365336692004,0.46135969095378293,SFG,CONT,0.025483962413137107
10,0.5619182643313305,0.5632592204633731,SFG,CONT,-0.0013409561320425478
11,0.5533817837716165,0.5210990065255434,SFG,CONT,0.03228277724607309
12,0.5517075751962122,0.545445938048566,SFG,CONT,0.00626163714764616
13,0.6392093386865438,0.5962287760618936,SFG,CONT,0.04298056262465022
14,0.9087453929784489,0.880927678950681,SFG,CONT,0.027817714027767892
15,0.647295099916268,0.6032102178886456,SFG,CONT,0.044084882027622396
16,0.6679098151260385,0.6635425120670579,SFG,CONT,0.004367303058980587
17,0.8999110253850031,0.899497020776209,SFG,CONT,0.0004140046087941496
18,0.6590490796390196,0.6378258548595602,SFG,CONT,0.02122322477945937
19,0.7367293789935678,0.6742692846916618,SFG,CONT,0.06246009430190602
20,0.6051211422539531,0.566119379854503,SFG,CONT,0.03900176239945008
21,0.7929226366101394,0.7614182292619514,SFG,CONT,0.031504407348188046
22,1.0106805558168883,0.9912966191689756,SFG,CONT,0.019383936647912714
23,0.5199043576542891,0.49761666550887623,SFG,CONT,0.022287692145412874
24,0.8578064319498734,0.8711872623198633,SFG,CONT,-0.013380830369989938
1,1.0009629181232338,0.9731023931811491,l-PFC2,CONT,0.027860524942084686
2,0.5288799362050971,0.48512786862425983,l-PFC2,CONT,0.04375206758083727
3,0.8303801780733235,0.8472672101535434,l-PFC2,CONT,-0.01688703208021991
4,0.1700984983212321,0.17040805588655053,l-PFC2,CONT,-0.00030955756531841905
5,0.9192448898372529,0.8602156537157589,l-PFC2,CONT,0.05902923612149402
6,0.45276471155104736,0.3494034340749196,l-PFC2,CONT,0.10336127747612778
7,0.364871998550654,0.3346544593979004,l-PFC2,CONT,0.030217539152753603
8,0.5759107234499367,0.5491022476613205,l-PFC2,CONT,0.026808475788616115
9,0.5752844177807294,0.5611801917493583,l-PFC2,CONT,0.01410422603137107
10,0.7534892815864482,0.7134557272641148,l-PFC2,CONT,0.040033554322333464
11,0.7060509990680544,0.6605596889000205,l-PFC2,CONT,0.04549131016803387
12,0.7000960368747884,0.6185526838161217,l-PFC2,CONT,0.08154335305866667
13,0.5089666837606621,0.4478293380447934,l-PFC2,CONT,0.06113734571586871
14,0.8511250991183172,0.8050543840685429,l-PFC2,CONT,0.046070715049774336
15,1.0077726503207076,0.8954213546129397,l-PFC2,CONT,0.11235129570776792
16,0.5085948381372312,0.5164890095133252,l-PFC2,CONT,-0.00789417137609405
17,0.9314115367514199,0.8345633228518589,l-PFC2,CONT,0.096848213899561
18,0.4560590029491137,0.41650373338145097,l-PFC2,CONT,0.039555269567662754
19,0.7794285750273477,0.6725109245212912,l-PFC2,CONT,0.1069176505060565
20,0.6906979374927033,0.5655485449221824,l-PFC2,CONT,0.12514939257052082
21,0.40189351865850476,0.3625316848652631,l-PFC2,CONT,0.03936183379324165
22,0.4791273715105891,0.48611585349154174,l-PFC2,CONT,-0.006988481980952643
23,0.5537197119685593,0.5232091047746099,l-PFC2,CONT,0.03051060719394938
24,0.4298912769367248,0.38642493324499544,l-PFC2,CONT,0.04346634369172936
1,0.1361223353359994,0.0823575660922078,MTG,DMN,0.0537647692437916
2,0.12951976799374368,0.1358649405835431,MTG,DMN,-0.006345172589799414
3,0.3358323917247913,0.33779359148778737,MTG,DMN,-0.00196119976299608
4,0.197871582303062,0.11153556939973522,MTG,DMN,0.08633601290332679
5,0.2090313405059246,0.188158730498563,MTG,DMN,0.020872610007361597
6,0.3841381143932696,0.3614090544989023,MTG,DMN,0.0227290598943673
7,0.19745068836970453,0.19183434380724615,MTG,DMN,0.005616344562458381
8,0.15839302466681887,0.16160672884616684,MTG,DMN,-0.003213704179347965
9,0.240557022056006,0.23610739024905816,MTG,DMN,0.0044496318069478236
10,0.14652202293423655,0.1406968586118656,MTG,DMN,0.005825164322370957
11,0.1077435498397486,0.026486412875311602,MTG,DMN,0.081257136964437
12,0.3285451042848496,0.3293955141264304,MTG,DMN,-0.0008504098415808015
13,0.2228994227342333,0.14944981656388032,MTG,DMN,0.07344960617035298
14,0.28433696544093223,0.22887851478430593,MTG,DMN,0.0554584506566263
15,0.23669339638369652,0.18115838190377997,MTG,DMN,0.055535014479916545
16,0.23024990801845008,0.12610008207712586,MTG,DMN,0.10414982594132421
17,0.12990974942065642,0.14075489441260802,MTG,DMN,-0.010845144991951605
18,0.4118586786154892,0.35680539567195513,MTG,DMN,0.055053282943534065
19,0.216443556163967,0.1801199829189065,MTG,DMN,0.0363235732450605
20,0.17125032114090677,0.15265380685954666,MTG,DMN,0.01859651428136011
21,0.15391264908990215,0.14784827757479377,MTG,DMN,0.0060643715151083855
22,0.23116007622226134,0.15926417958103395,MTG,DMN,0.07189589664122739
23,0.13338500752243904,0.10022340248398019,MTG,DMN,0.033161605038458844
24,0.4064866325433114,0.39439643488452486,MTG,DMN,0.01209019765878655
1,0.1453961922679176,0.07755790509538124,l-IPL2,DMN,0.06783828717253637
2,0.36535445615131723,0.34405158609804376,l-IPL2,DMN,0.02130287005327347
3,0.18109308894985737,0.2050230282590855,l-IPL2,DMN,-0.023929939309228127
4,0.536822383166626,0.5200412550219125,l-IPL2,DMN,0.016781128144713553
5,0.12142127194400337,0.09836607476623462,l-IPL2,DMN,0.023055197177768758
6,0.490576047555921,0.43703017017886103,l-IPL2,DMN,0.05354587737705996
7,0.4314824995298,0.41065278953975276,l-IPL2,DMN,0.02082970999004724
8,0.15487540311384826,0.15875047819890856,l-IPL2,DMN,-0.0038750750850602977
9,0.3838666776608824,0.35174400625527213,l-IPL2,DMN,0.03212267140561026
10,0.2374479669440071,0.24764101249082193,l-IPL2,DMN,-0.010193045546814827
11,0.14531452615103327,0.12150458621075977,l-IPL2,DMN,0.0238099399402735
12,0.2983676207953482,0.26223773164913966,l-IPL2,DMN,0.036129889146208516
13,0.202106329838056,0.16767226239871688,l-IPL2,DMN,0.034434067439339106
14,0.21843727378092445,0.15593014974135752,l-IPL2,DMN,0.06250712403956693
15,0.1261531672551392,0.07652111529975966,l-IPL2,DMN,0.049632051955379536
16,0.34802121387014173,0.35028385823254893,l-IPL2,DMN,-0.0022626443624071957
17,0.2606570513473637,0.26770402637021984,l-IPL2,DMN,-0.007046975022856117
18,0.3025700582832182,0.2691213448747034,l-IPL2,DMN,0.033448713408514796
19,0.5255720844315854,0.4625405903160167,l-IPL2,DMN,0.06303149411556874
20,0.5255009679553253,0.5131829808195123,l-IPL2,DMN,0.012317987135813002
21,0.2211046223831529,0.18964806520121175,l-IPL2,DMN,0.03145655718194115
22,0.20573937004284637,0.2511939872708149,l-IPL2,DMN,-0.04545461722796851
23,0.1589009944390305,0.15478198616063193,l-IPL2,DMN,0.0041190082783985615
24,0.4879760269189891,0.4819848053198236,l-IPL2,DMN,0.0059912215991655415
1,1.1488250122024986,0.9626820294907211,r-ITG,CONT,0.18614298271177743
2,1.1050386596632356,0.7495410737253776,r-ITG,CONT,0.35549758593785796
3,0.9459115949764738,0.7321798268687663,r-ITG,CONT,0.21373176810770755
4,1.1094362716119015,0.20014266530544228,r-ITG,CONT,0.9092936063064592
5,0.71338710883954,0.6011365105927007,r-ITG,CONT,0.11225059824683936
6,1.0631102669949177,0.8874783794733652,r-ITG,CONT,0.17563188752155257
7,0.7318597475789322,0.12326369542266354,r-ITG,CONT,0.6085960521562687
8,1.1529036760796756,0.5341020048718179,r-ITG,CONT,0.6188016712078577
9,1.1033544004078792,0.48943595633133125,r-ITG,CONT,0.6139184440765479
10,0.792641764637039,0.302319435708988,r-ITG,CONT,0.49032232892805094
11,1.4272920370635134,1.040317398603282,r-ITG,CONT,0.3869746384602313
12,1.2022983099107114,1.1024121173703874,r-ITG,CONT,0.09988619254032405
13,1.0596505876448377,0.7438414721071642,r-ITG,CONT,0.31580911553767343
14,1.1859156118884733,0.8894078541282854,r-ITG,CONT,0.2965077577601879
15,0.8428499240745208,0.7025526781706553,r-ITG,CONT,0.1402972459038655
16,1.0554307441272024,0.938329068153272,r-ITG,CONT,0.1171016759739304
17,1.0227175263110693,0.38099585877588465,r-ITG,CONT,0.6417216675351847
18,1.4515960320267562,1.0596391692013598,r-ITG,CONT,0.39195686282539643
19,0.929864118212975,0.5580057324719174,r-ITG,CONT,0.37185838574105756
20,1.0052386430564875,0.586008336519524,r-ITG,CONT,0.41923030653696347
21,1.4311897826350535,1.2958380010798007,r-ITG,CONT,0.13535178155525274
22,1.1266698876878203,0.37651521750468364,r-ITG,CONT,0.7501546701831366
23,1.151568863063266,1.0858341140040455,r-ITG,CONT,0.06573474905922039
24,1.1515687907055632,0.39756633340262526,r-ITG,CONT,0.7540024573029379
